street,paris,Charonne,rue des Maraîchers,48.8525173,2.406698
street,paris,Saint-Fargeau,rue Étienne Marey,48.8678749,2.4056593
street,paris,Charonne,impasse Saint-Pierre,48.854619,2.4001363
street,paris,Saint-Fargeau,rue de la Justice,48.8690891,2.4079388
street,paris,Père Lachaise,rue Dupont De L'Eure,48.86808860000001,2.4001673
street,paris,Père Lachaise,avenue du Père Lachaise,48.8641494,2.3978342
street,paris,Charonne,rue de Lagny,48.8489458,2.4054944
street,paris,Picpus,route du Parc,48.8251048,2.421058
street,paris,Picpus,rue Jules Pichard,48.8347391,2.3960263
street,paris,Picpus,rue Georges et Maï Politzer,48.8422783,2.3911652
street,paris,Bel Air,avenue du Polygone,48.8375387,2.4317187
street,paris,Picpus,route de la Pompadour,48.8265114,2.4288098
street,paris,Bercy,cour du Ponant,,
street,paris,Bercy,rue Proudhon,48.8370001,2.3898093
street,paris,Bel Air,rue de Rambervillers,48.8413619,2.4064253
street,paris,Picpus,rue Raoul,48.8387731,2.3969027
street,paris,Bel Air,place Édouard Renard,48.8350854,2.4073517
street,paris,Picpus,route de Reuilly,48.83000089999999,2.4041534
street,paris,Picpus,boulevard de Reuilly,48.8394237,2.3946514
street,paris,Picpus,route du Ruisseau,48.8227585,2.4329039
street,paris,Bel Air,villa du Sahel,48.8409554,2.4064504
street,paris,Picpus,rue de Tahiti,48.840488,2.4000024
street,paris,Bel Air,avenue des Tribunes,48.8290969,2.4262101
